-9660,2800,100 0

-10420,3170,100 0

-11190,3550,100 1

-6870,2170,100 0

-2550,790,100 0

1770,-590,100 0

6090,-1970,100 0

10430,-3330,100 3

11140,-3680,100 0

11850,-4030,100 0

12560,-4380,100 0

13270,-4730,100 0

14000,-5070,100 1

9200,-4170,100 0

4400,-3270,100 0

-400,-2370,100 0

-5200,-1470,100 0

-9980,-580,100 3

-10570,-370,100 0

-11160,-160,100 0

-11750,50,100 0

-12340,260,100 0

-12920,480,100 1

-9250,560,100 0

-5580,640,100 0

-1910,720,100 0

1760,800,100 0

5430,860,100 3

6820,990,100 0

8210,1120,100 0

9600,1250,100 0

10990,1380,100 0

12400,1520,100 1

8520,1760,100 0

4640,2000,100 0

760,2240,100 0

-3120,2480,100 0

-6990,2700,100 3

-7550,2810,100 0

-8110,2920,100 0

-8670,3030,100 0

-9230,3140,100 0

-9810,3230,100 1

-5770,3200,100 0

-1730,3170,100 0

2310,3140,100 0

6350,3110,100 0

10370,3070,100 3

10830,3150,100 0

11290,3230,100 0

11750,3310,100 0

12210,3390,100 0

12660,3480,100 1

10130,2490,100 0

7600,1500,100 0

5070,510,100 0

2540,-480,100 0

0,-1470,100 4

50,-1500,100 0

100,-1530,100 0

150,-1560,100 0

200,-1590,100 0

240,-1640,100 3

-12060,-540,100 2

-8550,190,100 0

-5040,920,100 0

-1530,1650,100 0

1980,2380,100 0

5480,3120,100 3

7000,3570,100 0

8520,4020,100 0

10040,4470,100 0

11560,4920,100 0

13070,5390,100 1

8690,3590,100 0

4310,1790,100 0

-70,-10,100 0

-4450,-1810,100 0

-8810,-3620,100 3

-9390,-3870,100 0

-9970,-4116,100 0

-10550,-4370,100 0

-11130,-4620,100 0

-11690,-4890,100 1

-8210,-3460,100 0

-4730,-2030,100 0

-1250,-600,100 0

2230,830,100 0

5690,2270,100 3

6830,2740,100 0

7970,3210,100 0

9110,3680,100 0

10250,4150,100 0

11410,4610,100 1

7960,4620,100 0

4510,4630,100 0

1060,4640,100 0

-2390,4650,100 0

-5820,4650,100 3

-12160,410,100 2

-8600,-550,100 0

-5040,-1510,100 0

-1480,-2470,100 0

2080,-3430,100 0

5630,-4390,100 3

2070,-3430,100 0

-1490,-2470,100 0

-5050,-1510,100 0

-8610,-550,100 0

-12160,410,100 2

-8540,0,100 0

-4920,-410,100 0

-1300,-820,100 0

2320,-1230,100 0

5950,-1650,100 3

7620,-1890,100 0

9290,-2130,100 0

10960,-2370,100 0

12630,-2610,100 0

14290,-2840,100 1

9320,-1120,100 0

4350,600,100 0

-620,2320,100 0

-5590,4040,100 0

-10580,5760,100 3

-12190,-280,100 2

-8560,-280,100 0

-4930,-280,100 0

-1300,-280,100 0

2330,-280,100 0

5950,-280,100 3

2320,-280,100 0

-1310,-280,100 0

-4940,-280,100 0

-8570,-280,100 0

-12190,-280,100 2

-8700,70,100 0

-5210,420,100 0

-1720,770,100 0

1770,1120,100 0

5240,1470,100 3

6490,1560,100 0

7740,1650,100 0

8990,1740,100 0

10240,1830,100 0

11490,1930,100 1

7090,1720,100 0

2690,1510,100 0

-1710,1300,100 0

-6110,1090,100 0

-10520,870,100 3

-10910,790,100 0

-11300,710,100 0

-11690,630,100 0

-12080,550,100 0

-12470,460,100 1

-7700,-140,100 0

-2930,-740,100 0

1840,-1340,100 0

6610,-1940,100 0

11400,-2550,100 3

11820,-2610,100 0

12240,-2670,100 0

12660,-2730,100 0

13080,-2790,100 0

13510,-2830,100 1

11887,-1990,100 0

10250,-1150,100 0

8620,-310,100 0

6990,530,100 0

5350,1390,100 3

-12140,430,100 2

-8560,-540,100 0

-4980,-1510,100 0

-1400,-2480,100 0

2180,-3450,100 0

5780,-4410,100 3

2200,-3440,100 0

-1380,-2470,100 0

-4960,-1500,100 0

-8540,-530,100 0

-12140,430,100 2

-8600,10,100 0

-5060,-410,100 0

-1520,-830,100 0

2020,-1250,100 0

5540,-1690,100 3

6740,-1840,100 0

7940,-1990,100 0

9143,-2140,100 0

10340,-2290,100 0

11560,-2420,100 1

7150,-2150,100 0

2740,-1880,100 0

-1670,-1610,100 0

-6080,-1340,100 0

-10480,-1090,100 3

-10970,-700,100 0

-11460,-310,100 0

-11950,80,100 0

-12440,470,100 0

-12940,840,100 1

-8480,230,100 0

-4020,-380,100 0

440,-990,100 0

4900,-1600,100 0

9350,-2230,100 3

10010,-2340,100 0

10670,-2450,100 0

11330,-2560,100 0

11990,-2670,100 0

12640,-2790,100 1

8020,-2630,100 0

3400,-2470,100 0

-1220,-2310,100 0

-5840,-2150,100 0

-10470,-1990,100 3

-11110,-1890,100 0

-11750,-1790,100 0

-12390,-1690,100 0

-13030,-1590,100 0

-13680,-1510,100 1

-8870,-2000,100 0

-4060,-2490,100 0

750,-2980,100 0

5560,-3470,100 0

10390,-3980,100 3

11000,-4115,100 0

11610,-4240,100 0

12220,-4370,100 0

12830,-4500,100 0

13460,-4630,100 1

10770,-4270,100 0

8080,-3910,100 0

5390,-3550,100 0

2700,-3190,100 0

0,-2830,100 4

60,-2880,100 0

120,-2930,100 0

180,-2980,100 0

240,-3030,100 0

280,-3070,100 3

-12120,-460,100 2

-9700,210,100 0

-7280,880,100 0

-4860,1550,100 0

-2440,2220,100 0

0,2900,100 4

-90,2930,100 0

-180,2960,100 0

-270,2990,100 0

-360,3020,100 0

-430,3050,100 3

-2770,2350,100 0

-5110,1650,100 0

-7450,950,100 0

-9790,250,100 0

-12120,-460,100 2

-9700,60,100 0

-7280,580,100 0

-4860,1100,100 0

-2440,1620,100 0

0,2160,100 4

-120,2200,100 0

-240,2240,100 0

-360,2280,100 0

-480,2320,100 0

-590,2380,100 3

-12120,460,100 2

-8490,-370,100 0

-4860,-1200,100 0

-1230,-2030,100 0

2400,-2860,100 0

6040,-3700,100 3

7200,-4060,100 0

8360,-4420,100 0

9520,-4780,100 0

10680,-5140,100 0

11840,-5500,100 1

8780,-4890,100 0

5720,-4280,100 0

2660,-3670,100 0

-400,-3060,100 0

-3440,-2450,100 3

-3980,-2360,100 0

-4520,-2270,100 0

-5060,-2180,100 0

-5600,-2090,100 0

-6130,-1990,100 1

-2470,-1040,100 0

1190,-90,100 0

4850,860,100 0

8510,1810,100 0

12190,2770,100 3

-12140,-320,100 2

-9710,290,100 0

-7280,900,100 0

-4850,1510,100 0

-2420,2120,100 0

0,2750,100 4

-110,2810,100 0

-220,2870,100 0

-330,2930,100 0

-440,2990,100 0

-540,3030,100 3

-2860,2360,100 0

-5180,1690,100 0

-7500,1020,100 0

-9820,350,100 0

-12140,-320,100 2

-8510,-140,100 0

-4880,40,100 0

-1250,220,100 0

2380,400,100 0

5990,560,100 3

7120,640,100 0

8250,720,100 0

9380,800,100 0

10510,880,100 0

11640,950,100 1

7580,250,100 0

3520,-450,100 0

-540,-1150,100 0

-4600,-1850,100 0

-8640,-2570,100 3

-9130,-2660,100 0

-9620,-2750,100 0

-10110,-2840,100 0

-10600,-2930,100 0

-11080,-3010,100 1

-6730,-3040,100 0

-2380,-3070,100 0

1970,-3100,100 0

6320,-3130,100 0

10650,-3180,100 3

11020,-3230,100 0

11390,-3280,100 0

11760,-3330,100 0

12130,-3380,100 0

12510,-3420,100 1

8060,-3100,100 0

3610,-2780,100 0

-840,-2460,100 0

-5290,-2140,100 0

-9720,-1820,100 3

-10320,-1780,100 0

-10920,-1740,100 0

-11520,-1700,100 0

-12120,-1660,100 0

-12700,-1620,100 1

-8820,-1740,100 0

-4940,-1860,100 0

-1060,-1980,100 0

2820,-2100,100 0

6690,-2230,100 3

7780,-2250,100 0

8870,-2270,100 0

9960,-2290,100 0

11050,-2310,100 0

12120,-2310,100 1

7860,-1420,100 0

3600,-530,100 0

-660,360,100 0

-4920,1250,100 0

-9180,2160,100 3

-9860,2240,100 0

-10540,2320,100 0

-11220,2400,100 0

-11900,2480,100 0

-12580,2580,100 1

-9110,1800,100 0

-5640,1020,100 0

-2170,240,100 0

1300,-540,100 0

4760,-1300,100 3

6120,-1810,100 0

7480,-2320,100 0

8840,-2830,100 0

10200,-3340,100 0

11540,-3870,100 1

6950,-2980,100 0

2360,-2090,100 0

-2230,-1200,100 0

-6820,-310,100 0

-11410,580,100 3

-11640,600,100 0

-11870,620,100 0

-12100,640,100 0

-12330,660,100 0

-12550,690,100 1

-10040,1160,100 0

-7530,1630,100 0

-5020,2100,100 0

-2510,2570,100 0

0,3050,100 4

-80,3090,100 0

-160,3130,100 0

-240,3170,100 0

-320,3210,100 0

-410,3230,100 3

-12180,460,100 2

-8550,-370,100 0

-4920,-1200,100 0

-1290,-2030,100 0

2340,-2860,100 0

5990,-3700,100 3

7180,-4116,100 0

8370,-4540,100 0

9560,-4960,100 0

10750,-5380,100 0

11920,-5780,100 1

8420,-5480,100 0

4920,-5180,100 0

1420,-4880,100 0

-2080,-4580,100 0

-5580,-4260,100 3

-12160,-280,100 2

-8530,-180,100 0

-4900,-80,100 0

-1270,20,100 0

2360,120,100 0

6000,220,100 3

7230,260,100 0

8460,300,100 0

9690,340,100 0

10920,380,100 0

12140,430,100 1

8480,230,100 0

4820,30,100 0

1160,-170,100 0

-2500,-370,100 0

-6170,-580,100 3

-6850,-650,100 0

-7530,-720,100 0

-8210,-790,100 0

-8890,-860,100 0

-9550,-930,100 1

-6920,-1060,100 0

-4290,-1190,100 0

-1660,-1320,100 0

970,-1450,100 0

3610,-1600,100 3

4090,-1670,100 0

4570,-1740,100 0

5050,-1810,100 0

5530,-1880,100 0

6000,-1970,100 1

3670,-1170,100 0

1340,-370,100 0

-990,430,100 0

-3320,1230,100 0

-5630,2010,100 1

-3960,1850,100 0

-2290,1690,100 0

-620,1530,100 0

1050,1370,100 0

2730,1210,100 3

3070,1160,100 0

3410,1110,100 0

3750,1060,100 0

4090,1010,100 0

4440,950,100 1

1620,150,100 0

-1200,-650,100 0

-4020,-1450,100 0

-6840,-2250,100 0

-9650,-3050,100 3

-10220,-3240,100 0

-10790,-3430,100 0

-11360,-3620,100 0

-11930,-3810,100 0

-12490,-4000,100 3

-12060,200,100 2

-9650,-200,100 0

-7240,-600,100 0

-4830,-1000,100 0

-2420,-1400,100 0

0,-1780,100 4

-70,-1870,100 0

-140,-1960,100 0

-210,-2057,100 0

-280,-2140,100 0

-330,-2230,100 3

-2680,-1740,100 0

-5030,-1250,100 0

-7380,-760,100 0

-9730,-270,100 0

-12060,200,100 2

-9650,40,100 0

-7240,-120,100 0

-4830,-280,100 0

-2420,-440,100 0

0,-610,100 4

1140,-600,100 0

2280,-590,100 0

3420,-580,100 0

4560,-570,100 0

5690,-560,100 3

2140,-410,100 0

-1410,-260,100 0

-4960,-110,100 0

-8510,40,100 0

-12060,200,100 2

-8490,-300,100 0

-4920,-800,100 0

-1350,-1300,100 0

2220,-1800,100 0

5780,-2310,100 3

7050,-2610,100 0

8320,-2910,100 0

9590,-3210,100 0

10860,-3510,100 0

12140,-3810,100 1

8060,-3830,100 0

3980,-3850,100 0

-100,-3870,100 0

-4180,-3890,100 0

-8270,-3890,100 3

-9100,-3960,100 0

-9930,-4030,100 0

-10760,-4100,100 0

-11590,-4170,100 0

-12400,-4220,100 1

-9370,-2770,100 0

-6340,-1320,100 0

-3310,130,100 0

-280,1580,100 0

2770,3010,100 3

3330,3390,100 0

3890,3770,100 0

4450,4150,100 0

5010,4530,100 0

5580,4930,100 1

2610,4540,100 0

-360,4150,100 0

-3330,3760,100 0

-6300,3370,100 0

-9260,2960,100 3

-10130,2830,100 0

-11000,2700,100 0

-11870,2570,100 0

-12740,2440,100 0

-13610,2310,100 3

12080,630,100 2

8450,-270,100 0

4820,-1170,100 0

1190,-2070,100 0

-2440,-2970,100 0

-6080,-3850,100 3

-7800,-4300,100 0

-9520,-4750,100 0

-11240,-5200,100 0

-12960,-5650,100 0

-14670,-6100,100 3

12060,-560,100 2

8430,430,100 0

4800,1420,100 0

1170,2410,100 0

-2460,3400,100 0

-6080,4370,100 3

-2450,3380,100 0

1180,2390,100 0

4810,1400,100 0

8440,410,100 0

12060,-560,100 2

8470,-350,100 0

4880,-140,100 0

1290,70,100 0

-2300,280,100 0

-5910,500,100 3

-7490,720,100 0

-9070,940,100 0

-10650,1160,100 0

-12230,1380,100 0

-13810,1600,100 1

-9350,1800,100 0

-4890,2000,100 0

-430,2200,100 0

4030,2400,100 0

8480,2620,100 3

9440,2850,100 0

10400,3080,100 0

11360,3310,100 0

12320,3540,100 0

13270,3770,100 3

12100,370,100 2

8490,230,100 0

4880,90,100 0

1270,-50,100 0

-2340,-190,100 0

-5950,-320,100 3

-7890,-460,100 0

-9830,-600,100 0

-11770,-740,100 0

-13710,-880,100 0

-15630,-1000,100 3

12100,-200,100 2

8580,520,100 0

5060,1240,100 0

1540,1960,100 0

-1980,2680,100 0

-5520,3390,100 3

-7510,3850,100 0

-9500,4310,100 0

-11490,4770,100 0

-13480,5230,100 0

-15470,5670,100 3

12140,300,100 2

9710,-20,100 0

7280,-340,100 0

4850,-660,100 0

2420,-980,100 0

0,-1300,100 4

60,-1360,100 0

120,-1420,100 0

180,-1480,100 0

240,-1540,100 0

300,-1600,100 3

2670,-1220,100 0

5040,-840,100 0

7410,-460,100 0

9780,-80,100 0

12140,300,100 2

8630,100,100 0

5120,-100,100 0

1610,-300,100 0

-1900,-500,100 0

-5390,-710,100 3

-7190,-840,100 0

-8990,-970,100 0

-10790,-1100,100 0

-12590,-1230,100 0

-14390,-1340,100 1

-9680,-1250,100 0

-4970,-1160,100 0

-260,-1070,100 0

4450,-980,100 0

9144,-890,100 3

9650,-880,100 0

10150,-870,100 0

10650,-860,100 0

11150,-850,100 0

11660,-820,100 1

7410,-230,100 0

3160,360,100 0

-1090,950,100 0

-5340,1540,100 0

-9610,2140,100 3

-10260,2210,100 0

-10910,2280,100 0

-11560,2350,100 0

-12210,2420,100 0

-12860,2470,100 1

-8170,1440,100 0

-3480,410,100 0

1210,-620,100 0

5900,-1650,100 0

10600,-2700,100 3

11030,-2870,100 0

11460,-3040,100 0

11888,-3210,100 0

12320,-3380,100 0

12730,-3530,100 1

9060,-3220,100 0

5390,-2910,100 0

1720,-2600,100 0

-1950,-2290,100 0

-5600,-1990,100 3

-6420,-1930,100 0

-7240,-1870,100 0

-8060,-1810,100 0

-8880,-1750,100 0

-9720,-1710,100 1

-6590,-1970,100 0

-3460,-2230,100 0

-330,-2490,100 0

2800,-2750,100 0

5910,-2990,100 1

2470,-2990,100 0

-970,-2990,100 0

-4410,-2990,100 0

-7850,-2990,100 0

-11280,-3010,100 3

-11730,-2980,100 0

-12180,-2950,100 0

-12630,-2920,100 0

-13080,-2890,100 0

-13550,-2860,100 1

-10540,-2960,100 0

-7530,-3060,100 0

-4520,-3160,100 0

-1510,-3260,100 0

1510,-3380,100 1

310,-2230,100 0

-890,-1080,100 0

-2090,70,100 0

-3290,1220,100 0

-4500,2360,100 3

-6190,3240,100 0

-7880,4116,100 0

-9570,5000,100 0

-11260,5880,100 0

-12940,6780,100 3

12140,300,100 2

8490,-520,100 0

4840,-1340,100 0

1190,-2160,100 0

-2460,-2980,100 0

-6130,-3810,100 3

-8000,-4270,100 0

-9870,-4730,100 0

-11740,-5190,100 0

-13610,-5650,100 0

-15480,-6130,100 3

12080,-390,100 2

8510,-430,100 0

4940,-470,100 0

1370,-510,100 0

-2200,-550,100 0

-5780,-610,100 3

-2210,-570,100 0

1360,-530,100 0

4930,-490,100 0

8500,-450,100 0

12080,-390,100 2

8540,50,100 0

5000,490,100 0

1460,930,100 0

-2080,1370,100 0

-5610,1800,100 3

-6810,2100,100 0

-8010,2400,100 0

-9210,2700,100 0

-10410,3000,100 0

-11600,3290,100 1

-7010,2720,100 0

-2420,2150,100 0

2170,1580,100 0

6760,1010,100 0

11360,430,100 3

11800,410,100 0

12240,390,100 0

12680,370,100 0

13120,350,100 0

13550,330,100 1

7910,700,100 0

2270,1070,100 0

-3370,1440,100 0

-9010,1810,100 0

-14630,2190,100 3

12160,430,100 2

8590,230,100 0

5020,30,100 0

1450,-170,100 0

-2120,-370,100 0

-5690,-580,100 3

-7050,-720,100 0

-8410,-860,100 0

-9770,-1000,100 0

-11130,-1140,100 0

-12510,-1280,100 1

-8870,-1430,100 0

-5230,-1580,100 0

-1590,-1730,100 0

2050,-1880,100 0

5690,-2010,100 1

3540,-980,100 0

1390,50,100 0

-760,1080,100 0

-2910,2110,100 0

-5070,3120,100 3

-5440,3430,100 0

-5810,3740,100 0

-6180,4050,100 0

-6550,4360,100 0

-6920,4650,100 1

-3290,4750,100 0

340,4850,100 0

3970,4950,100 0

7600,5050,100 0

11210,5150,100 3

12140,-460,100 2

8650,200,100 0

5160,860,100 0

1670,1520,100 0

-1820,2180,100 0

-5320,2860,100 3

-6610,3300,100 0

-7900,3740,100 0

-9190,4180,100 0

-10480,4620,100 0

-11750,5040,100 1

-8040,4440,100 0

-4330,3840,100 0

-620,3240,100 0

3090,2640,100 0

6820,2030,100 3

7010,1990,100 0

7200,1950,100 0

7390,1910,100 0

7580,1870,100 0

7790,1840,100 1

4880,1950,100 0

1970,2058,100 0

-940,2170,100 0

-3850,2280,100 0

-6750,2400,100 3

-7690,2450,100 0

-8630,2500,100 0

-9570,2550,100 0

-10510,2600,100 0

-11470,2660,100 1

-8180,1680,100 0

-4890,700,100 0

-1600,-280,100 0

1690,-1260,100 0

4960,-2250,100 3

6670,-2540,100 0

8380,-2830,100 0

10090,-3120,100 0

11800,-3410,100 0

13530,-3720,100 1

9590,-2690,100 0

5650,-1660,100 0

1710,-630,100 0

-2230,400,100 0

-6170,1410,100 3

-7260,1860,100 0

-8350,2310,100 0

-9440,2760,100 0

-10530,3210,100 0

-11600,3680,100 1

-7880,3220,100 0

-4160,2760,100 0

-440,2300,100 0

3280,1840,100 0

7010,1360,100 3

8310,1170,100 0

9610,980,100 0

10910,790,100 0

12210,600,100 0

13500,390,100 1

7870,-940,100 0

2240,-2270,100 0

-3390,-3600,100 0

-9020,-4930,100 0

-14630,-6260,100 3

12080,390,100 2

8530,-410,100 0

4980,-1210,100 0

1430,-2010,100 0

-2120,-2810,100 0

-5690,-3590,100 3

-7080,-3950,100 0

-8470,-4310,100 0

-9860,-4670,100 0

-11250,-5030,100 0

-12660,-5390,100 1

-7900,-4140,100 0

-3140,-2890,100 0

1620,-1640,100 0

6380,-390,100 0

11150,840,100 3

11360,920,100 0

11570,1000,100 0

11780,1080,100 0

11990,1160,100 0

12190,1260,100 1

7630,1620,100 0

3070,1980,100 0

-1490,2340,100 0

-6050,2700,100 0

-10630,3070,100 3

-11200,3200,100 0

-11770,3330,100 0

-12340,3460,100 0

-12910,3590,100 0

-13460,3720,100 1

-9640,3540,100 0

-5820,3360,100 0

-2000,3180,100 0

1820,3000,100 0

5650,2830,100 1

3720,1870,100 0

1790,910,100 0

-140,-50,100 0

-2070,-1010,100 0

-4020,-1950,100 3

-4450,-2330,100 0

-4880,-2710,100 0

-5310,-3090,100 0

-5740,-3470,100 0

-6170,-3850,100 3

12080,-500,100 2

8520,170,100 0

4960,840,100 0

1400,1510,100 0

-2160,2180,100 0

-5730,2860,100 3

-6930,3180,100 0

-8130,3500,100 0

-9330,3820,100 0

-10530,4140,100 0

-11750,4440,100 1

-7350,3790,100 0

-2950,3140,100 0

1450,2490,100 0

5850,1840,100 0

10260,1210,100 3

10670,1150,100 0

11080,1090,100 0

11490,1030,100 0

11900,970,100 0

12290,890,100 1

7710,1300,100 0

3130,1710,100 0

-1450,2120,100 0

-6030,2530,100 0

-10630,2920,100 3

-11180,2970,100 0

-11730,3020,100 0

-12280,3070,100 0

-12830,3120,100 0

-13380,3160,100 1

-8710,1790,100 0

-4040,420,100 0

630,-950,100 0

5300,-2320,100 0

9960,-3700,100 3

10510,-3900,100 0

11060,-4100,100 0

11610,-4300,100 0

12160,-4500,100 0

12710,-4680,100 1

7710,-4800,100 0

2710,-4920,100 0

-2290,-5040,100 0

-7290,-5160,100 0

-12310,-5300,100 3

12030,320,100 2

8630,110,100 0

5230,-100,100 0

1830,-310,100 0

-1570,-520,100 0

-4980,-720,100 3

-6440,-840,100 0

-7900,-960,100 0

-9360,-1080,100 0

-10820,-1200,100 0

-12290,-1340,100 1

-8810,-920,100 0

-5330,-500,100 0

-1850,-80,100 0

1630,340,100 0

5130,760,100 1

1570,1320,100 0

-1990,1880,100 0

-5550,2440,100 0

-9110,3000,100 0

-12680,3550,100 3

12100,-410,100 2

8680,370,100 0

5260,1150,100 0

1840,1930,100 0

-1580,2710,100 0

-5000,3490,100 3

-7020,3850,100 0

-9040,4210,100 0

-11060,4570,100 0

-13080,4930,100 0

-15080,5280,100 3

12030,430,100 2

8570,-600,100 0

5110,-1630,100 0

1650,-2660,100 0

-1810,-3690,100 0

-5260,-4700,100 3

-1800,-3670,100 0

1660,-2640,100 0

5120,-1610,100 0

8580,-580,100 0

12030,430,100 2

8640,140,100 0

5250,-150,100 0

1860,-440,100 0

-1530,-730,100 0

-4910,-1000,100 3

-6450,-1190,100 0

-7990,-1380,100 0

-9530,-1570,100 0

-11070,-1760,100 0

-12620,-1970,100 1

-9110,-1740,100 0

-5600,-1510,100 0

-2090,-1280,100 0

1420,-1050,100 0

4910,-820,100 3

5150,-780,100 0

5390,-740,100 0

5630,-700,100 0

5870,-660,100 0

6130,-630,100 1

4960,-680,100 0

3790,-730,100 0

2620,-780,100 0

1450,-830,100 0

300,-870,100 3

12050,-460,100 2

8330,-470,100 0

4610,-480,100 0

890,-490,100 0

-2830,-500,100 0

-6560,-520,100 3

-2840,-510,100 0

880,-500,100 0

4600,-490,100 0

8320,-480,100 0

12050,-460,100 2

8540,10,100 0

5030,480,100 0

1520,950,100 0

-1990,1420,100 0

-5480,1910,100 3

-6850,2150,100 0

-8220,2390,100 0

-9590,2630,100 0

-10960,2870,100 0

-12320,3120,100 1

-8700,2320,100 0

-5080,1520,100 0

-1460,720,100 0

2160,-80,100 0

5780,-860,100 3

6850,-1090,100 0

7920,-1320,100 0

8990,-1550,100 0

10060,-1780,100 0

11130,-1990,100 1

6980,-1050,100 0

2830,-110,100 0

-1320,830,100 0

-5470,1770,100 0

-9630,2700,100 3

-10220,2870,100 0

-10810,3040,100 0

-11400,3210,100 0

-11990,3380,100 0

-12580,3570,100 1

-7930,3280,100 0

-3280,2990,100 0

1370,2700,100 0

6020,2410,100 0

10690,2140,100 3

11220,2080,100 0

11750,2020,100 0

12280,1960,100 0

12810,1900,100 0

13350,1820,100 1

8210,2470,100 0

3070,3120,100 0

-2070,3770,100 0

-7210,4420,100 0

-12360,5070,100 3

